user_id,timestamp,group,converted
827414,2017-01-10,A,0
689369,2017-01-07,A,0
741853,2017-01-22,A,0
819394,2017-01-07,B,0
696202,2017-01-14,A,1
637366,2017-01-22,B,0
836770,2017-01-17,B,0
696678,2017-01-18,A,0
778778,2017-01-03,A,0
945236,2017-01-14,B,0
764145,2017-01-04,B,0
782624,2017-01-20,B,0
792499,2017-01-07,B,1
832316,2017-01-18,A,1
911824,2017-01-19,A,0
668255,2017-01-17,A,0
800421,2017-01-07,B,0
738570,2017-01-16,A,0
909364,2017-01-24,A,0
636946,2017-01-17,A,0
894540,2017-01-04,B,0
939580,2017-01-09,A,0
698331,2017-01-22,A,0
631524,2017-01-10,B,0
820916,2017-01-07,A,0
887581,2017-01-21,A,0
742392,2017-01-16,A,0
659648,2017-01-17,A,0
734232,2017-01-06,B,0
802440,2017-01-23,B,0
800982,2017-01-13,B,1
757160,2017-01-23,A,0
650929,2017-01-09,B,0
757812,2017-01-20,A,0
773860,2017-01-10,B,0
744902,2017-01-18,B,0
684929,2017-01-12,B,0
868502,2017-01-20,B,1
647522,2017-01-05,A,0
665159,2017-01-17,A,0
721847,2017-01-10,A,0
704513,2017-01-20,B,1
675405,2017-01-02,A,0
926415,2017-01-11,B,0
919227,2017-01-06,A,0
730785,2017-01-09,A,0
879953,2017-01-17,A,0
706463,2017-01-18,B,0
770912,2017-01-09,B,0
888539,2017-01-11,A,0
903977,2017-01-06,B,1
920254,2017-01-23,B,0
761924,2017-01-11,A,0
684529,2017-01-13,B,0
778727,2017-01-07,B,0
721615,2017-01-19,A,0
796510,2017-01-15,A,0
871947,2017-01-15,A,0
809512,2017-01-15,A,0
732099,2017-01-23,B,1
769648,2017-01-09,B,0
658404,2017-01-20,B,0
652015,2017-01-03,B,1
896902,2017-01-06,B,0
798294,2017-01-18,B,0
738778,2017-01-23,A,0
938283,2017-01-11,A,1
932725,2017-01-13,B,0
686611,2017-01-05,A,0
857251,2017-01-14,A,1
771871,2017-01-09,A,0
887171,2017-01-11,B,0
919633,2017-01-18,B,0
803036,2017-01-18,B,1
820420,2017-01-10,A,0
941969,2017-01-23,B,0
884825,2017-01-09,B,0
726740,2017-01-07,A,0
850887,2017-01-19,A,0
916494,2017-01-22,A,0
804852,2017-01-16,A,0
718429,2017-01-08,A,0
888569,2017-01-19,B,0
640327,2017-01-08,B,0
676448,2017-01-12,B,0
874669,2017-01-19,A,0
662835,2017-01-19,A,0
689445,2017-01-05,B,0
631625,2017-01-05,A,0
916276,2017-01-08,A,1
810925,2017-01-16,B,0
678160,2017-01-18,B,1
686917,2017-01-14,A,0
714092,2017-01-04,B,0
738189,2017-01-07,B,0
792608,2017-01-11,A,0
819791,2017-01-21,B,0
836391,2017-01-14,B,0
923958,2017-01-02,A,0
701936,2017-01-09,B,0
630374,2017-01-07,B,0
913777,2017-01-11,B,0
862691,2017-01-07,A,1
939335,2017-01-23,B,0
697626,2017-01-13,B,0
911150,2017-01-08,B,0
900137,2017-01-08,B,0
897941,2017-01-05,A,1
840818,2017-01-13,A,0
908396,2017-01-15,B,0
716162,2017-01-20,B,1
633828,2017-01-13,A,0
839629,2017-01-15,B,0
648580,2017-01-06,A,0
859483,2017-01-06,B,1
636597,2017-01-13,B,0
724109,2017-01-19,A,1
799741,2017-01-15,A,0
755586,2017-01-10,A,0
824645,2017-01-11,B,0
827170,2017-01-07,B,0
841403,2017-01-22,B,0
866989,2017-01-09,B,0
718691,2017-01-22,B,0
790624,2017-01-09,B,0
810175,2017-01-23,A,0
720371,2017-01-11,B,0
786598,2017-01-17,A,0
853881,2017-01-04,A,0
807785,2017-01-17,A,1
793245,2017-01-08,A,0
631705,2017-01-05,A,0
755245,2017-01-14,B,0
939188,2017-01-19,A,1
817695,2017-01-02,A,0
814201,2017-01-21,A,0
668672,2017-01-08,B,0
883848,2017-01-06,B,0
817234,2017-01-16,A,0
678020,2017-01-17,B,0
701757,2017-01-13,B,0
928902,2017-01-13,A,0
699302,2017-01-10,A,0
847598,2017-01-14,A,0
810446,2017-01-16,A,0
746573,2017-01-23,B,0
872680,2017-01-17,B,0
674349,2017-01-19,B,0
785566,2017-01-06,A,0
920783,2017-01-09,A,0
649489,2017-01-19,B,0
769941,2017-01-19,B,0
670510,2017-01-23,A,0
800450,2017-01-14,A,0
900119,2017-01-15,B,0
786820,2017-01-20,B,0
882195,2017-01-12,B,0
746858,2017-01-20,B,1
733451,2017-01-07,A,0
836142,2017-01-18,B,0
680519,2017-01-10,B,1
810338,2017-01-12,B,1
733976,2017-01-11,B,0
673630,2017-01-15,B,0
803931,2017-01-07,A,0
740613,2017-01-04,B,0
945850,2017-01-19,A,0
925680,2017-01-21,A,0
731709,2017-01-15,A,0
780678,2017-01-03,A,0
662317,2017-01-13,B,0
881659,2017-01-20,A,0
668166,2017-01-22,A,0
921060,2017-01-18,B,0
662210,2017-01-08,B,1
767076,2017-01-16,B,0
861241,2017-01-16,A,1
649981,2017-01-12,A,1
899373,2017-01-08,A,0
675886,2017-01-14,A,0
849495,2017-01-22,B,0
888264,2017-01-14,B,0
853744,2017-01-07,A,1
741507,2017-01-15,B,0
663896,2017-01-06,B,0
827988,2017-01-16,A,0
775056,2017-01-19,A,0
828709,2017-01-23,B,0
719330,2017-01-04,B,0
664992,2017-01-22,B,0
670052,2017-01-07,A,0
730376,2017-01-11,A,0
730619,2017-01-22,A,0
784585,2017-01-10,A,0
631523,2017-01-15,A,0
768076,2017-01-18,A,0
686390,2017-01-20,A,0
801513,2017-01-13,A,0
734839,2017-01-13,A,0
917943,2017-01-07,A,0
788526,2017-01-13,A,0
787369,2017-01-17,A,0
917603,2017-01-08,B,1
798838,2017-01-18,A,0
839049,2017-01-17,B,1
744355,2017-01-07,A,0
797845,2017-01-23,A,1
641359,2017-01-09,A,0
908149,2017-01-02,A,0
723386,2017-01-22,A,1
764241,2017-01-05,B,1
724157,2017-01-10,A,0
714468,2017-01-24,A,0
645900,2017-01-12,B,0
779644,2017-01-21,A,0
873853,2017-01-08,B,0
678446,2017-01-04,A,0
736807,2017-01-20,B,1
767989,2017-01-03,A,0
860788,2017-01-06,A,0
790494,2017-01-06,A,0
897464,2017-01-06,A,0
701308,2017-01-13,A,0
900536,2017-01-05,A,0
844006,2017-01-19,B,0
827871,2017-01-06,A,1
690462,2017-01-07,A,0
857184,2017-01-20,A,0
799446,2017-01-12,A,0
926034,2017-01-13,A,0
862270,2017-01-12,A,0
731890,2017-01-08,B,0
674218,2017-01-23,A,0
754809,2017-01-11,B,0
888567,2017-01-09,B,0
736792,2017-01-23,B,0
868101,2017-01-20,B,0
655065,2017-01-21,B,0
903822,2017-01-13,B,0
848505,2017-01-15,A,0
695154,2017-01-22,B,0
660003,2017-01-04,B,0
844932,2017-01-17,B,0
733359,2017-01-12,B,0
920908,2017-01-15,B,1
775945,2017-01-09,A,0
726159,2017-01-23,A,0
666345,2017-01-13,B,0
942535,2017-01-13,B,0
839955,2017-01-03,B,0
818393,2017-01-19,A,0
918711,2017-01-20,B,0
655398,2017-01-13,B,0
873657,2017-01-15,B,0
785130,2017-01-13,A,0
875054,2017-01-22,A,0
839187,2017-01-06,B,0
757156,2017-01-17,A,0
671329,2017-01-07,B,0
919729,2017-01-20,B,0
751936,2017-01-10,B,0
757090,2017-01-15,B,0
685788,2017-01-05,B,0
693328,2017-01-13,B,0
917567,2017-01-05,B,0
792577,2017-01-07,A,1
647872,2017-01-23,A,1
935625,2017-01-11,A,0
756055,2017-01-16,B,0
804331,2017-01-14,A,0
716968,2017-01-10,A,0
876541,2017-01-07,B,0
724603,2017-01-14,B,0
817110,2017-01-11,B,1
698765,2017-01-14,B,0
856078,2017-01-12,A,0
648312,2017-01-18,B,1
826183,2017-01-14,B,0
757878,2017-01-23,B,1
678179,2017-01-08,A,0
646145,2017-01-19,A,0
651226,2017-01-07,A,0
822861,2017-01-10,A,0
930106,2017-01-09,B,0
718282,2017-01-07,B,0
730749,2017-01-15,B,0
941594,2017-01-15,B,0
675431,2017-01-07,A,0
682689,2017-01-04,A,0
848404,2017-01-09,A,0
668246,2017-01-03,B,1
763692,2017-01-21,A,0
679452,2017-01-19,B,0
786347,2017-01-15,A,0
641598,2017-01-19,B,0
712462,2017-01-14,A,0
689991,2017-01-19,A,1
884576,2017-01-18,B,0
703625,2017-01-24,B,0
779677,2017-01-14,B,0
933255,2017-01-14,B,0
808004,2017-01-10,B,0
828056,2017-01-05,B,0
915326,2017-01-24,A,1
823519,2017-01-19,A,0
786185,2017-01-11,A,0
931120,2017-01-06,B,1
767880,2017-01-02,A,0
829119,2017-01-03,A,0
733432,2017-01-20,B,0
851848,2017-01-09,B,1
836662,2017-01-18,B,0
770453,2017-01-04,B,0
676481,2017-01-23,B,1
695994,2017-01-23,B,0
690689,2017-01-13,B,0
717394,2017-01-10,B,0
863758,2017-01-12,A,0
658191,2017-01-18,A,0
681900,2017-01-07,B,0
842305,2017-01-10,B,0
901538,2017-01-22,A,0
902956,2017-01-17,B,0
790571,2017-01-19,A,0
899835,2017-01-14,A,0
878528,2017-01-15,B,0
646672,2017-01-03,B,0
823486,2017-01-23,B,0
871653,2017-01-11,B,0
677869,2017-01-15,A,0
749330,2017-01-05,B,0
706373,2017-01-13,A,0
789959,2017-01-16,A,0
851159,2017-01-19,B,1
740199,2017-01-20,B,0
740898,2017-01-11,A,0
847007,2017-01-19,B,0
878131,2017-01-23,A,0
701434,2017-01-06,A,0
762432,2017-01-02,B,0
683162,2017-01-23,B,0
797640,2017-01-08,B,0
817677,2017-01-21,B,0
816993,2017-01-20,B,1
694096,2017-01-22,B,1
795159,2017-01-18,B,1
679162,2017-01-03,B,0
750549,2017-01-22,B,0
743060,2017-01-14,B,0
754106,2017-01-14,A,0
841818,2017-01-11,B,0
817544,2017-01-12,A,0
695895,2017-01-19,B,0
791715,2017-01-07,A,0
708223,2017-01-13,B,0
742784,2017-01-09,A,0
778140,2017-01-03,B,0
735393,2017-01-13,B,0
888398,2017-01-17,A,0
797344,2017-01-12,A,0
821526,2017-01-17,B,1
804659,2017-01-18,A,0
796805,2017-01-17,B,0
899990,2017-01-13,B,0
930788,2017-01-07,B,0
642619,2017-01-14,B,0
818071,2017-01-13,A,0
641850,2017-01-19,A,0
884712,2017-01-18,B,0
807161,2017-01-15,A,1
852362,2017-01-09,A,0
735587,2017-01-06,B,0
785240,2017-01-18,A,0
944648,2017-01-11,A,0
864258,2017-01-13,A,1
863716,2017-01-18,B,0
930565,2017-01-10,A,0
764113,2017-01-17,B,0
825243,2017-01-10,A,0
713968,2017-01-24,B,0
850438,2017-01-20,A,0
690434,2017-01-05,A,0
901447,2017-01-19,A,0
664031,2017-01-06,B,0
913339,2017-01-24,A,0
685855,2017-01-18,B,0
674194,2017-01-12,A,0
720815,2017-01-23,A,0
892459,2017-01-20,A,0
939177,2017-01-20,A,0
831672,2017-01-02,B,1
804093,2017-01-11,A,1
671614,2017-01-10,B,0
840399,2017-01-12,A,0
837996,2017-01-15,B,0
844817,2017-01-20,A,0
867227,2017-01-06,A,1
790335,2017-01-10,A,0
735203,2017-01-23,B,0
697226,2017-01-14,B,0
732918,2017-01-08,A,0
862903,2017-01-14,B,0
726011,2017-01-14,A,0
641897,2017-01-14,A,1
797895,2017-01-17,A,0
752367,2017-01-07,A,0
898138,2017-01-15,B,0
815285,2017-01-17,A,0
808613,2017-01-10,B,0
640089,2017-01-18,B,0
719840,2017-01-24,B,0
929551,2017-01-10,B,0
864453,2017-01-19,B,1
844747,2017-01-04,A,1
655595,2017-01-09,A,1
915664,2017-01-03,B,0
937654,2017-01-06,A,0
659018,2017-01-20,B,0
678855,2017-01-12,A,1
713907,2017-01-21,A,0
877725,2017-01-16,B,0
730577,2017-01-02,A,0
763960,2017-01-22,B,0
931667,2017-01-12,A,0
869321,2017-01-15,A,0
732212,2017-01-07,B,0
712277,2017-01-17,A,0
834658,2017-01-04,A,0
827765,2017-01-07,B,0
923289,2017-01-02,A,0
673628,2017-01-07,A,0
709021,2017-01-22,B,0
836147,2017-01-19,A,0
727739,2017-01-04,A,0
811078,2017-01-16,B,0
733279,2017-01-02,A,0
764691,2017-01-12,B,0
777806,2017-01-17,A,1
659571,2017-01-23,A,1
776022,2017-01-13,A,0
778189,2017-01-04,B,0
838741,2017-01-16,B,0
919980,2017-01-20,B,0
643194,2017-01-07,A,0
772107,2017-01-14,A,0
913497,2017-01-19,A,1
714175,2017-01-12,B,0
732602,2017-01-24,A,0
840454,2017-01-08,B,0
945043,2017-01-05,B,0
735241,2017-01-11,A,1
706363,2017-01-04,A,0
734203,2017-01-19,B,0
661674,2017-01-14,B,0
715337,2017-01-13,A,0
765973,2017-01-06,B,0
783263,2017-01-11,B,0
808589,2017-01-23,A,0
820354,2017-01-16,A,0
684681,2017-01-13,A,0
823585,2017-01-06,B,0
740343,2017-01-22,B,0
733434,2017-01-17,A,1
794558,2017-01-16,B,0
674822,2017-01-20,B,0
898014,2017-01-03,A,0
900958,2017-01-04,A,1
744430,2017-01-17,B,0
926454,2017-01-16,A,0
852254,2017-01-22,B,0
921982,2017-01-23,A,0
838419,2017-01-11,A,0
772083,2017-01-15,A,0
888918,2017-01-11,A,0
800526,2017-01-17,A,0
930981,2017-01-21,B,1
846308,2017-01-18,A,0
904555,2017-01-09,B,0
894463,2017-01-16,B,0
888852,2017-01-21,B,0
763711,2017-01-10,B,0
652592,2017-01-21,B,0
733260,2017-01-12,A,1
752913,2017-01-02,B,0
912425,2017-01-04,A,0
903546,2017-01-24,A,1
832861,2017-01-16,B,1
832425,2017-01-09,A,1
920035,2017-01-19,B,0
939883,2017-01-09,B,0
871237,2017-01-03,A,0
917112,2017-01-11,A,0
866477,2017-01-11,B,0
661249,2017-01-11,A,0
635634,2017-01-18,B,0
673153,2017-01-02,A,1
670161,2017-01-09,A,0
696211,2017-01-10,B,0
667213,2017-01-05,B,0
911626,2017-01-24,B,0
663583,2017-01-17,B,0
698397,2017-01-11,B,0
855839,2017-01-11,B,0
660142,2017-01-16,A,1
878195,2017-01-06,A,0
875816,2017-01-09,A,0
738099,2017-01-17,A,0
678368,2017-01-18,A,0
940842,2017-01-03,A,0
715750,2017-01-21,B,1
693846,2017-01-05,B,0
847729,2017-01-07,B,0
794730,2017-01-08,A,0
924843,2017-01-14,B,0
667271,2017-01-12,A,0
861792,2017-01-19,A,0
905045,2017-01-06,B,1
934287,2017-01-13,B,0
804015,2017-01-15,A,0
867032,2017-01-12,A,0
705723,2017-01-04,B,1
834185,2017-01-02,B,0
919879,2017-01-08,A,0
683154,2017-01-13,B,0
925707,2017-01-04,B,0
763879,2017-01-04,A,0
698672,2017-01-21,A,0
665736,2017-01-18,B,0
649841,2017-01-09,A,0
703888,2017-01-11,B,0
912559,2017-01-08,B,0
815085,2017-01-16,B,0
861126,2017-01-04,B,0
632433,2017-01-17,B,0
898866,2017-01-23,A,0
764268,2017-01-02,B,0
644505,2017-01-17,A,0
633083,2017-01-13,A,0
707238,2017-01-23,A,0
737623,2017-01-16,B,0
921128,2017-01-22,B,0
932857,2017-01-06,B,0
829342,2017-01-19,B,0
657143,2017-01-23,B,0
663114,2017-01-19,B,0
729555,2017-01-05,B,0
679483,2017-01-02,A,0
855754,2017-01-13,B,0
757742,2017-01-09,A,0
798361,2017-01-12,A,0
839715,2017-01-13,A,0
881312,2017-01-07,A,0
743342,2017-01-08,B,0
730854,2017-01-03,A,0
761377,2017-01-21,B,0
669634,2017-01-21,B,0
634985,2017-01-05,A,0
839364,2017-01-13,B,1
806008,2017-01-17,B,0
846132,2017-01-20,A,0
817575,2017-01-04,B,1
737011,2017-01-17,B,0
898889,2017-01-17,A,0
762827,2017-01-20,B,1
690170,2017-01-04,B,1
769655,2017-01-07,B,0
748283,2017-01-14,B,0
829267,2017-01-19,A,0
822743,2017-01-03,B,0
847020,2017-01-21,B,1
648008,2017-01-14,A,1
753391,2017-01-24,B,0
823319,2017-01-20,B,0
726766,2017-01-16,B,0
834751,2017-01-12,B,0
841133,2017-01-19,B,0
824129,2017-01-13,B,0
735253,2017-01-19,B,0
864475,2017-01-22,B,0
895583,2017-01-23,B,1
674342,2017-01-17,A,0
717285,2017-01-14,A,0
911270,2017-01-11,A,0
905326,2017-01-03,A,0
863567,2017-01-09,B,0
889274,2017-01-22,B,0
868282,2017-01-17,B,0
852748,2017-01-16,A,0
942833,2017-01-03,B,0
945913,2017-01-04,A,0
938605,2017-01-05,A,0
681140,2017-01-23,A,0
868955,2017-01-11,A,0
803379,2017-01-18,B,0
757710,2017-01-23,B,0
795330,2017-01-07,B,0
883673,2017-01-03,B,0
718349,2017-01-07,A,0
880150,2017-01-06,A,0
710694,2017-01-09,B,0
710655,2017-01-09,A,0
889418,2017-01-24,A,0
716056,2017-01-15,A,0
666385,2017-01-23,A,0
722924,2017-01-12,B,0
918715,2017-01-08,A,0
877751,2017-01-19,A,0
692998,2017-01-20,A,0
892242,2017-01-16,B,0
795302,2017-01-10,A,0
654594,2017-01-10,B,0
875112,2017-01-16,B,0
708305,2017-01-05,A,0
836170,2017-01-22,B,0
739657,2017-01-19,B,0
720795,2017-01-08,B,0
827500,2017-01-06,B,0
695790,2017-01-16,B,0
900320,2017-01-10,A,0
739874,2017-01-14,B,0
763297,2017-01-10,A,0
859503,2017-01-24,A,0
846844,2017-01-21,A,1
752554,2017-01-17,B,0
725498,2017-01-21,B,0
860734,2017-01-03,B,0
833593,2017-01-13,B,0
915537,2017-01-17,B,0
859195,2017-01-23,A,0
800609,2017-01-21,A,0
765376,2017-01-23,A,0
811847,2017-01-19,B,0
725787,2017-01-06,A,1
635658,2017-01-12,B,0
801651,2017-01-17,B,0
878564,2017-01-19,B,0
742108,2017-01-06,A,0
850206,2017-01-17,A,0
694078,2017-01-11,A,1
851399,2017-01-13,A,0
671767,2017-01-03,B,0
700736,2017-01-03,B,0
864485,2017-01-08,A,0
650917,2017-01-09,B,1
735565,2017-01-23,A,0
743217,2017-01-04,B,0
867081,2017-01-22,B,1
831334,2017-01-11,B,0
854779,2017-01-20,A,0
801868,2017-01-08,A,0
671844,2017-01-23,A,0
708346,2017-01-09,A,0
792671,2017-01-15,B,0
753592,2017-01-11,A,0
665641,2017-01-06,B,0
760220,2017-01-08,A,0
777585,2017-01-18,B,1
884476,2017-01-17,A,0
799781,2017-01-16,A,0
697061,2017-01-19,B,0
647875,2017-01-14,B,0
787813,2017-01-11,A,0
759775,2017-01-10,A,1
843552,2017-01-03,B,0
680729,2017-01-22,A,0
690701,2017-01-13,A,1
744314,2017-01-13,A,0
882259,2017-01-17,B,0
929291,2017-01-03,B,0
877391,2017-01-04,B,0
646066,2017-01-04,B,1
654955,2017-01-24,A,0
676019,2017-01-18,B,0
652226,2017-01-12,A,0
858032,2017-01-07,A,0
721686,2017-01-05,A,0
910698,2017-01-12,B,0
677203,2017-01-23,B,1
675370,2017-01-24,B,0
714570,2017-01-03,A,0
727214,2017-01-15,B,0
787643,2017-01-21,A,0
935227,2017-01-18,A,0
750542,2017-01-06,A,0
906968,2017-01-11,B,0
911667,2017-01-12,B,1
866414,2017-01-15,B,0
750650,2017-01-10,A,0
922150,2017-01-10,B,0
858175,2017-01-10,A,0
891768,2017-01-23,B,1
864223,2017-01-03,B,0
846537,2017-01-15,B,0
820951,2017-01-04,A,0
852450,2017-01-08,A,0
637191,2017-01-15,B,0
861934,2017-01-03,A,1
766529,2017-01-24,A,1
777749,2017-01-09,A,0
652200,2017-01-13,B,1
680013,2017-01-21,A,0
824497,2017-01-20,A,1
847262,2017-01-14,A,0
912080,2017-01-24,B,0
768804,2017-01-10,A,0
798121,2017-01-13,B,0
751355,2017-01-24,A,0
745382,2017-01-10,B,0
749347,2017-01-11,A,0
832625,2017-01-12,B,0
891252,2017-01-18,B,0
672851,2017-01-10,B,0
674368,2017-01-09,A,0
692758,2017-01-17,B,0
707392,2017-01-17,A,0
697786,2017-01-05,B,0
842627,2017-01-17,B,0
815198,2017-01-15,A,0
784122,2017-01-02,A,1
770983,2017-01-13,B,0
936067,2017-01-04,B,0
686942,2017-01-16,B,0
693095,2017-01-10,A,0
856272,2017-01-20,A,0
753245,2017-01-18,B,0
805301,2017-01-11,B,1
709757,2017-01-20,B,0
875890,2017-01-06,B,0
806355,2017-01-10,B,1
829235,2017-01-16,A,0
921111,2017-01-08,B,1
806246,2017-01-04,A,1
785569,2017-01-07,B,0
878403,2017-01-21,A,0
913989,2017-01-24,B,0
899445,2017-01-04,B,0
843739,2017-01-18,A,0
796783,2017-01-14,A,0
632109,2017-01-11,B,1
881867,2017-01-16,A,0
826709,2017-01-10,A,0
790156,2017-01-20,B,0
643642,2017-01-03,A,0
787869,2017-01-05,B,0
693199,2017-01-02,B,0
924514,2017-01-19,B,0
863740,2017-01-20,A,1
919791,2017-01-08,B,0
734012,2017-01-18,B,0
717740,2017-01-08,A,0
653384,2017-01-23,A,0
691850,2017-01-20,B,0
779047,2017-01-19,A,0
852808,2017-01-19,B,0
893946,2017-01-19,A,0
688563,2017-01-07,A,0
685967,2017-01-16,A,0
695261,2017-01-04,B,1
698482,2017-01-20,A,0
667398,2017-01-22,B,0
873670,2017-01-12,B,0
723460,2017-01-17,B,0
764407,2017-01-21,B,0
637639,2017-01-11,B,1
868358,2017-01-12,A,0
843596,2017-01-16,A,0
839554,2017-01-22,B,0
637949,2017-01-16,B,0
635607,2017-01-10,B,0
637965,2017-01-03,B,0
659361,2017-01-16,B,0
638086,2017-01-19,A,0
662672,2017-01-17,B,0
811614,2017-01-10,A,0
684483,2017-01-13,B,0
709265,2017-01-11,A,0
650897,2017-01-06,B,0
655498,2017-01-11,A,0
850824,2017-01-17,A,0
691880,2017-01-16,A,0
919701,2017-01-11,A,0
730831,2017-01-13,A,0
748504,2017-01-16,B,0
692000,2017-01-07,A,0
843091,2017-01-10,B,1
733852,2017-01-04,A,0
939337,2017-01-12,A,0
928411,2017-01-20,A,1
645849,2017-01-08,A,0
841052,2017-01-13,B,0
728288,2017-01-15,B,0
806631,2017-01-08,B,1
638405,2017-01-09,B,0
823455,2017-01-06,A,0
861287,2017-01-23,B,0
934227,2017-01-02,A,1
909990,2017-01-11,B,0
868160,2017-01-06,A,0
850233,2017-01-05,B,0
845063,2017-01-06,B,0
855352,2017-01-17,B,0
920288,2017-01-16,B,1
864224,2017-01-11,A,1
657521,2017-01-16,A,0
634113,2017-01-21,A,1
839954,2017-01-06,A,0
719780,2017-01-24,A,0
795656,2017-01-23,A,0
933505,2017-01-11,B,0
641399,2017-01-23,B,0
854272,2017-01-07,A,0
729955,2017-01-06,B,0
680053,2017-01-04,A,0
755722,2017-01-10,A,0
709686,2017-01-09,A,0
737107,2017-01-10,B,0
784158,2017-01-18,B,0
889695,2017-01-13,A,0
911014,2017-01-10,B,0
742561,2017-01-15,A,0
699296,2017-01-17,B,0
781176,2017-01-07,B,0
906879,2017-01-17,A,0
640807,2017-01-15,A,1
720887,2017-01-23,B,0
757546,2017-01-08,A,0
647711,2017-01-24,B,0
687705,2017-01-07,B,0
715340,2017-01-08,A,0
742409,2017-01-06,B,0
863768,2017-01-10,A,1
888915,2017-01-13,B,0
821478,2017-01-09,B,0
799598,2017-01-14,B,1
836945,2017-01-18,A,0
867222,2017-01-09,A,0
894393,2017-01-07,A,1
819675,2017-01-10,B,0
880013,2017-01-15,B,0
713375,2017-01-15,A,0
912917,2017-01-20,A,0
683567,2017-01-11,A,0
852028,2017-01-18,A,0
931141,2017-01-11,B,0
855031,2017-01-18,B,1
769072,2017-01-12,A,0
856875,2017-01-08,A,0
654541,2017-01-07,B,0
857725,2017-01-22,B,0
721406,2017-01-23,A,1
706330,2017-01-23,A,0
927738,2017-01-21,B,0
834299,2017-01-12,B,0
895183,2017-01-08,A,0
711955,2017-01-21,B,1
875231,2017-01-12,A,0
704956,2017-01-09,A,1
665732,2017-01-16,A,0
635196,2017-01-10,A,0
890258,2017-01-10,B,0
641611,2017-01-13,B,0
810660,2017-01-04,B,1
791293,2017-01-09,B,0
824203,2017-01-06,B,0
755345,2017-01-14,A,0
641947,2017-01-06,B,0
851035,2017-01-11,A,0
822827,2017-01-06,B,0
929202,2017-01-11,A,0
642671,2017-01-06,B,0
777392,2017-01-02,A,0
683518,2017-01-19,B,0
723635,2017-01-20,A,0
880820,2017-01-04,A,1
723184,2017-01-03,A,0
889114,2017-01-16,A,0
893251,2017-01-07,A,0
881726,2017-01-20,B,0
762397,2017-01-13,A,0
642433,2017-01-15,A,0
855000,2017-01-10,B,0
858659,2017-01-08,B,0
888488,2017-01-16,A,0
814970,2017-01-21,B,0
827319,2017-01-16,A,0
779866,2017-01-17,B,0
805267,2017-01-08,B,0
744483,2017-01-16,B,0
840633,2017-01-22,B,0
666760,2017-01-09,A,0
872668,2017-01-13,B,0
861000,2017-01-12,B,0
691828,2017-01-24,A,0
736042,2017-01-18,A,0
910027,2017-01-13,A,0
770137,2017-01-04,B,0
880688,2017-01-23,B,1
638037,2017-01-17,A,0
828474,2017-01-20,B,1
812318,2017-01-15,A,1
693179,2017-01-05,A,0
926720,2017-01-18,A,0
810432,2017-01-16,B,0
861437,2017-01-21,A,0
841497,2017-01-13,A,0
647747,2017-01-24,B,0
708035,2017-01-09,B,0
644014,2017-01-17,A,1
796557,2017-01-14,B,0
703387,2017-01-16,A,0
642670,2017-01-23,B,0
919008,2017-01-02,B,0
796478,2017-01-18,A,0
799187,2017-01-20,B,0
918106,2017-01-09,B,0
709667,2017-01-24,B,1
808801,2017-01-05,B,0
889750,2017-01-13,B,0
833306,2017-01-15,A,0
921628,2017-01-08,B,0
636291,2017-01-19,B,0
660382,2017-01-16,B,0
